Sample Name,Date and Time Acquired,Dilution Factor,Misc. Info or Comment,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,CPS Rep4,CPS Rep5,CPS RSD,Units
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3410972.88,3468107.69,3399991.76,3351204.72,3387363.23,3448196.99,1.4,
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0,N/A,43.33,33.33,50,33.33,50,50,21.1,ug/sample
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12940919.28,13192548.96,12915552.6,12724395.82,12778959.45,13093139.55,1.5,
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5270425.2,5266236.19,5434015.75,5141613.92,5240236.58,5270023.56,2,
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0,N/A,855.61,883.38,916.73,Rejected,Rejected,Rejected,9.2,ug/sample
AF_CalBLK,10/3/2024 15:53,1,,008CALB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4253364.05,4219433.17,4294972.62,4186816.37,4193847.36,4371750.75,1.9,
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3415803.43,3366293.06,3466048.73,3358963.99,3493994.78,3393716.61,1.8,
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.0044,4,1226.78,1166.78,1216.78,1283.45,1250.11,1216.78,3.5,ug/sample
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12843297.22,12498067,12867259.93,12994010.11,13007017.5,12850131.55,1.6,
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5241232.18,5179202.72,5268755.2,5256824.86,5282540.87,5218837.23,0.8,
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.0044,1.8,6367.66,6417.67,Rejected,6251.03,Rejected,6434.29,1.6,ug/sample
AF_0.005Cal_240930,10/3/2024 15:54,1,,009CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4247734.83,4201130.69,4276040.59,4253645.28,4261768.32,4246089.29,0.7,
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3412929.73,3344151.52,3399427.06,3405379.56,3374340.67,3541349.84,2.2,
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.0437,2,11765.25,11204.9,11688.6,12055.39,11555,12322.36,3.7,ug/sample
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12933750.36,12814793.09,12774712.7,12885795.97,12934944.8,13258505.23,1.5,
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5288218.32,5438939.7,5276519.39,5252355.85,5237793.35,5235483.32,1.6,
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.043,0.9,54491.93,Rejected,53947.34,Rejected,54747.95,54780.51,0.9,ug/sample
AF_0.05Cal_240930,10/3/2024 15:55,1,,010CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4232420.98,4246613.64,4197289.03,4315689.03,4215256.47,4187256.73,1.2,
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3389494.52,3345752.74,3409508.41,3295744.06,3462552.39,3433915.01,2,
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.4697,2.7,125107.5,119815.88,124659.35,126891.93,128606.75,125563.61,2.6,ug/sample
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12922440.67,12748359.16,12889353.27,12735237.6,13302888.04,12936365.28,1.8,
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5253912.46,5129285.79,5330072.25,5266520.82,5333954.16,5209729.28,1.6,
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.426,2.2,531902.83,518520.03,Rejected,Rejected,538413.72,538774.74,2.2,ug/sample
AF_0.5Cal_240930,10/3/2024 15:56,1,,011CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4185674.16,4104307.9,4292978.87,4210029.91,4142045.93,4179008.17,1.7,
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3399205.46,3320132.44,3412539.66,3521767.37,3300524.26,3441063.57,2.7,
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,5.0366,2.4,1344626.08,1324282.26,1346849.87,1346878.94,1350548.17,1354571.16,0.9,ug/sample
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12817933.23,12551927.74,13104037.95,12897129.17,12582528.34,12954042.96,1.9,
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5295050.67,5303484.75,5301269.78,5422143.09,5298485.8,5149869.91,1.8,
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,4.7081,1.7,5870351.84,5988313.61,5806903.45,Rejected,Rejected,5815838.45,1.7,ug/sample
AF_5Cal_240930,10/3/2024 15:57,1,,012CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4213094.37,4133377.96,4148259.34,4366524.32,4217628.09,4199682.13,2.2,
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3387773.46,3416384.33,3348355.51,3466785.5,3365177.14,3342164.84,1.6,
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,49.9966,1.8,13306586.81,13237040.66,13185115.14,13352395.87,13570752.91,13187629.46,1.2,ug/sample
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12916407.7,13028773,12636052.8,13024597.58,12997482.65,12895132.49,1.3,
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5288407.83,5452328.25,5109876.16,5213194.91,5350656.24,5315983.58,2.5,
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,50.0299,2.1,62372368.58,Rejected,60926871.41,62805745.41,Rejected,63384488.92,2.1,ug/sample
AF_50Cal_240930,10/3/2024 15:58,1,,013CALS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4249674.19,4276775.23,4009941.11,4262922.62,4324819.24,4373912.73,3.3,
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3522134.26,3472823.65,3442379.34,3515722.74,3602934.67,3576810.92,1.9,
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,2.3285,1.8,644347.7,650366.39,636343.18,637372.54,657648.42,640007.96,1.4,ug/sample
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13110278.63,13265761.23,12805439.99,13051905.51,13280541.95,13147744.47,1.5,
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5342290.33,5442745.69,5391559.89,5230446.21,5267240.61,5379459.23,1.7,
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,2.3258,4.4,2900344.45,3112593.12,2900156,2835135.95,2779607.02,2874230.15,4.4,ug/sample
AF_ICV_241003,10/3/2024 15:58,1,,014_ICV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4360823.85,4360479.65,4434907.13,4297239.68,4307985.64,4403507.13,1.4,
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3470253.24,3485813.83,3436971.79,3524425.28,3420670.38,3483384.91,1.2,
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.002,14,596.71,733.39,566.71,550.04,583.38,550.04,13,ug/sample
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12981733.15,13049502.17,12829571.93,13238690.1,12902488.91,12888412.65,1.3,
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5191341.7,5368646.34,5172670.17,5221356.37,5061549.33,5132486.31,2.2,
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.003,8.9,4537.24,4383.86,4767.31,4533.93,4917.31,4083.78,7.2,ug/sample
AF_ICB,10/3/2024 16:00,1,,016_ICB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4198032.59,4299380.56,4252532.65,4172648.4,4092364.94,4173236.42,1.9,
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3430680.41,3372893.7,3393034.67,3500287.18,3403030.5,3484156.02,1.7,
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.0013,29.3,406.7,450.03,250.02,400.03,383.36,550.04,26.8,ug/sample
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12937851.39,12767624.67,12841639.31,13233558.09,12941034.95,12905399.95,1.4,
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5275121.65,5217379.8,5312859.1,5272334.1,5280931.37,5292103.89,0.7,
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.0022,9.2,3590.41,3767.08,3817.11,3183.68,3550.43,3633.73,7,ug/sample
AF_ICSA_240220,10/3/2024 16:01,1,,017ICSA.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4222556.19,4282567.93,4312414.55,4172396.84,4187739.42,4157662.2,1.7,
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3468973.67,3383551.87,3498923.93,3460092.73,3449797.06,3552502.75,1.8,
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.001,27,320.02,383.36,316.69,400.02,250.02,250.02,22.2,ug/sample
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13165414.45,13125427.15,13138380.1,13165577.61,13041542.96,13356144.42,0.9,
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5270573.01,5281405.2,5073365.61,5360579.42,5365180.59,5272334.23,2.2,
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.0014,7,2623.59,2700.27,2716.92,2683.63,2416.89,2600.26,4.7,ug/sample
AF_ICSAB_240220,10/3/2024 16:02,1,,018ICSB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4236782.85,4199703.61,4163035.64,4289221.71,4304418.06,4227535.25,1.4,
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3458913.83,3431339.95,3529501.05,3407419.66,3423543.1,3502765.38,1.6,
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,2.2928,1.6,623253.23,607864.19,645422.77,619504.31,605849.88,637624.98,2.8,ug/sample
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12928391.87,12835266.38,13164650.12,12744182.17,12889043.28,13008817.42,1.3,
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5269978.27,5349709.36,5320830.98,5196586.7,5180339.57,5302424.73,1.5,
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,2.2502,0.5,2806139.83,2803427.36,2794660.3,Rejected,Rejected,2820331.82,0.5,ug/sample
AF_CCV_240930,10/3/2024 16:15,1,,032_CCV.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4264047.39,4347172.36,4274571.32,4139191.63,4202663.11,4356638.51,2.2,
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3436277.24,3404295.23,3403401.87,3515114.23,3357328.34,3501246.54,2,
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,0.0012,22.4,366.69,316.68,400.03,383.36,266.68,466.69,21.1,ug/sample
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,12741523.95,12528541.22,12801896.45,12619302.61,12787396.95,12970482.53,1.4,
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5130812.25,5060772.64,5162576.68,5173919.78,5191644.78,5065147.38,1.2,
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,0.0012,17.4,2393.57,1983.51,2300.2,2433.59,2650.29,2600.24,11.2,ug/sample
AF_CCB,10/3/2024 16:18,1,,035_CCB.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4133155.43,4017916.76,4108989.02,4198486.03,4197751.4,4142633.95,1.8,
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Li,lithium,6,,,,3765616.67,3719215.65,3778863.49,3701766.9,3742188.49,3886048.83,1.9,
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Be,beryllium,9,6,0.0001,21.9,136.67,133.34,133.34,166.67,116.67,133.34,13.4,ug/sample
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Sc,scandium,45,,,,13257272.99,12964687.98,13244639.8,13019167.77,13230885.73,13826983.68,2.6,
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Tb,terbium,159,,,,5569307.81,5412579.55,5465242.57,5570057.81,5730755.08,5667904.03,2.4,
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Pb,lead,208,,0.0004,9.2,2600.26,2750.26,2683.63,2366.91,2700.24,2500.24,6.2,ug/sample
24LLB0005BLK,10/3/2024 16:19,0.3,,036_Blk.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,0.3,Bi,bismuth,209,,,,4688924.9,4577779.4,4655732.92,4711584.87,4786452.32,4713074.98,1.7,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3497916.5,3511691.63,3550989.65,3473571,3465659.53,3487670.69,1,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,1.2196,0.8,335218.76,333304.56,337439.66,334898.92,334232.3,336218.38,0.5,ug/sample
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13100834.5,13101759.42,13037647.19,13297994.09,12985487.22,13081284.57,0.9,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5223636.29,5250196.73,5173427.33,5296573.3,5259646.47,5138337.61,1.3,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,1.1462,1.5,1429750.2,1415435.89,1401787.53,1444415.1,1431808.33,1455304.14,1.5,ug/sample
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4213132.26,4198171.32,4130502.44,4256688.77,4258661.55,4221637.2,1.2,
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3497916.5,3511691.63,3550989.65,3473571,3465659.53,3487670.69,1,
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,1.2196,0.8,335218.76,333304.56,337439.66,334898.92,334232.3,336218.38,0.5,ug/sample
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Sc,scandium,45,,,,13100834.5,13101759.42,13037647.19,13297994.09,12985487.22,13081284.57,0.9,
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Tb,terbium,159,,,,5223636.29,5250196.73,5173427.33,5296573.3,5259646.47,5138337.61,1.3,
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Pb,lead,208,,1.1462,1.5,1429750.2,1415435.89,1401787.53,1444415.1,1431808.33,1455304.14,1.5,ug/sample
24LLB0005MS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Bi,bismuth,209,,,,4213132.26,4198171.32,4130502.44,4256688.77,4258661.55,4221637.2,1.2,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Li,lithium,6,,,,3497916.5,3511691.63,3550989.65,3473571,3465659.53,3487670.69,1,
24LLB0005LCS,10/3/2024 16:23,1,,037_LCS.d,ICPMS2_ISIS_241003_AF.b,D:\Agilent\ICPMH\1\DATA,RScheanwald,ICP-MS,1,1,1,Be,beryllium,9,6,1.2196,0.8,335218.76,333304.56,337439.66,334898.92,334232.3,336218.38,0.5,ug/sample
